room_id,headline,subheading,price,pictures
1172501,ROOM ANIMA at CASA SUNA,PRIVATE ROOM · 4 FLATMATES,€750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b9af24a7-f752-4279-9b7c-2f7f9c5dc0c7.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0be81677-9335-49f8-a557-64038017d90e.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_15af4fda-08ac-4226-9072-0e099e227372.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2e0c7a2f-5c5d-4cd6-8c58-c8e8ab1176f0.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_828b6892-2ab1-47e2-b790-a2bc83e32926.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_217df484-d6a3-4c18-80b5-444928ed9d5f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bd9da528-fcce-4d7d-85c0-80d8bd27225a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_682d0798-396d-4041-abb7-757c6275d4b6.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_11a980ee-409a-46c4-ab5d-f93772f7acba.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d1649c84-f85a-4a35-9168-93975221869d.jpeg']"
1163045,ROOM DIAMANT at CASA RODOREDA ,PRIVATE ROOM · NO FLATMATES,€750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d1408a4c-4562-4a62-b00d-ec85d6b9f139.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_fec83cf9-9c42-42e2-a058-3f5cfd53306d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f59b1844-069a-4a4f-9f1c-ddda7b1327c0.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a22dc204-4fd0-4aa6-9a98-a9e3881cb7a6.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8efec2a1-ca31-4148-8d44-bea71d8613e3.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b1ce36c0-d89a-4679-9ce6-011572658c3c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_588edc57-e4f3-4764-9298-aaae04207ebe.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5caf09ae-3943-478f-af55-ebd69906a95c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5acd4a0f-7193-4584-bd96-a24221ae3da5.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c48f00ba-3b67-4852-b2c3-ff434d9faa33.jpeg']"
1069617,"Habitación exterior, con mucha luz",PRIVATE ROOM · 2 FLATMATES,€450/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_48706893-ff95-42b2-b79f-80cd7af7b984.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f0209148-4815-4f00-8556-d56a4f67156c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5ded8b8a-f47f-4d5f-82ff-c4d56c544105.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_091450c6-5598-42d6-9d5f-46d045a4171e.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4b9ddd3c-f75b-4365-be72-2ac6e82244a8.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_46c20204-3954-4900-98bd-fbc7ea146308.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ee5dac5b-5cea-4cd5-9741-56d750671d6d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_850183a3-13b4-4629-9db2-03dea6f9efa2.jpeg']"
1167420,ROOM MORADA at CASA FIGA - SPECIAL PRICE FOR MAY,PRIVATE ROOM · 3 FLATMATES,€̶9̶0̶0̶ €750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ab1b9151-75c1-48e1-bd4b-ff287885b0a2.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f8d23528-c37f-4656-be95-424ba3fd22e0.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0397472b-a4c3-4ee5-8135-5be671e0ad55.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0a23f428-b267-494e-b03a-13776e75e934.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a76143b4-bdf7-40f1-97f9-842f41598242.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6f7fbbd0-aa6b-4851-bd00-a70f76d58516.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0be97eaa-a3bc-4b76-9ea6-a5dd26e44ec2.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_993c2f26-dc93-4b78-9ace-8346d0cb8e2d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_58470f1f-ddbe-4af6-997e-4e29d0f7f287.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0020d10c-1542-46f3-bb90-f8fc87c9df2e.jpeg']"
1167412,ROOM LILA at CASA FIGA,PRIVATE ROOM · 3 FLATMATES,€̶9̶0̶0̶ €750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1b427ac8-cca1-4f17-8c0a-ad7bb746fe61.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b060cc34-8c78-4cb3-a008-d8b793a835ad.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e06d36ec-f9fa-4d88-a92d-30b1e2468d26.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_51373382-1929-470a-ac2e-bcb7840f0ea9.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_287d64fd-c4d0-43df-a2ac-afb81a90a314.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6f7fbbd0-aa6b-4851-bd00-a70f76d58516.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0be97eaa-a3bc-4b76-9ea6-a5dd26e44ec2.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_993c2f26-dc93-4b78-9ace-8346d0cb8e2d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_58470f1f-ddbe-4af6-997e-4e29d0f7f287.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0020d10c-1542-46f3-bb90-f8fc87c9df2e.jpeg']"
1167410,ROOM PALA at CASA FIGA - SPECIAL PRICE FOR MAY,PRIVATE ROOM · 3 FLATMATES,"€̶1̶,̶2̶0̶0̶ €1,025/month","['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_39a88124-a91c-4793-9516-85b5390e1ace.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cefa9e81-5fbf-4250-8458-dd6c5f769b9a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_34747b3b-b81c-4a0f-b87c-00f7c712dcbe.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b6d91dd3-6f8b-4f94-9f4b-708ab382a6dc.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8d507459-3cba-4344-a9d3-b34cdca2ef80.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_63de4c56-02eb-4054-9d07-9cbbbaafb85a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5328caf9-8d84-42a8-a8ed-4c38d74c80d9.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_349757c1-77a3-4f22-a1e1-fc4233648007.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_993c2f26-dc93-4b78-9ace-8346d0cb8e2d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_58470f1f-ddbe-4af6-997e-4e29d0f7f287.jpeg']"
1167408,ROOM BREVA at CASA FIGA - SPECIAL PRICE FOR MAY,PRIVATE ROOM · 3 FLATMATES,"€̶1̶,̶2̶0̶0̶ €1,025/month","['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_58583fda-fcd7-4c2a-a67f-65d93cf3ca9e.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b9116793-bc6e-447e-b6b0-68ee2c352e66.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0673c9e8-8640-4836-8af3-dc464f7a89c9.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2f389628-96a0-427e-9fd9-4bf1f8dd86ba.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8c39de12-6f7e-4a09-a6fc-9bf1e991924f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6e82789b-6dee-4d49-92bb-d0c1afc56bd8.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5328caf9-8d84-42a8-a8ed-4c38d74c80d9.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_349757c1-77a3-4f22-a1e1-fc4233648007.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_993c2f26-dc93-4b78-9ace-8346d0cb8e2d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_58470f1f-ddbe-4af6-997e-4e29d0f7f287.jpeg']"
1167160,ROOM PAZ at CASA BOTERO - SPECIAL PRICE FOR MAY,PRIVATE ROOM · 4 FLATMATES,€̶9̶0̶0̶ €750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7eab6ebf-55cb-4fc8-9711-2f054b40f3df.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a446c2a7-2e87-48b0-95a8-13428b858567.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_29f16851-3365-4a3d-9f6e-7416b6b91c33.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_21ca2117-cc82-41ee-9c49-41c7f42eae6c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bc210e09-4ee9-46d8-a932-a28c42f601ae.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5e9a8a77-d8b0-4c00-8f6e-5b521de54718.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4102a957-3ed2-4309-aa46-2859f1186f80.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_661b7118-1661-4378-acb9-10fd641b4420.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_92fa0c25-0314-4b39-8e7e-42bf74bd84ef.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9c3bf207-4724-481b-9226-a03817975496.jpeg']"
1167158,ROOM PRADO at CASA BOTERO - SPECIAL PRICE FOR MAY,PRIVATE ROOM · 4 FLATMATES,€̶9̶0̶0̶ €750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e455d82a-a16e-400f-9847-d22ed1f07c33.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9fd25783-a29a-463b-8b26-76ce2833ffc6.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2e0f024b-2a40-4b65-a0d6-31003bf6fbd0.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1a53a18f-ac7b-4656-8705-7f61c1b0b527.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4102a957-3ed2-4309-aa46-2859f1186f80.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_661b7118-1661-4378-acb9-10fd641b4420.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_92fa0c25-0314-4b39-8e7e-42bf74bd84ef.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9c3bf207-4724-481b-9226-a03817975496.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_31844e91-67ac-41c2-829a-121b8e1f429e.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c6711a04-3830-4039-bc00-25e9ea4ddcf6.jpeg']"
1167156,ROOM LLERAS at CASA BOTERO - SPECIAL PRICE FOR MAY,PRIVATE ROOM · 4 FLATMATES,"€1,200/month","['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3dcc86a5-8764-44a5-9055-4775f0966f04.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ffc13b55-5198-4264-a057-b18e131fb822.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b8e4bc15-692b-410d-abf2-513ef46d15b9.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d75e395b-d945-4ee8-9a80-935e82bfb876.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c532792a-729d-4888-b0bd-62b082e1d299.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_24580644-7abb-4c97-b13e-83d7b3923b6c.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f850e46a-aa14-4d5a-a587-14faa2704c51.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_62b8fd63-0b3e-48fa-b714-2570ecc09275.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_92fa0c25-0314-4b39-8e7e-42bf74bd84ef.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9c3bf207-4724-481b-9226-a03817975496.jpeg']"
1169886,Habitacion exterior con balcon en leixample,PRIVATE ROOM · 1 FLATMATE,€750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1955dbd6-1df7-45ec-8109-f1efe0f6e367.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b87aca03-4569-4816-b4a7-5a8feced0ab6.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_68910038-f16a-4900-a89e-078d97495d46.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f872ca92-27bd-4cf5-81f0-6e4ce3027bef.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3048e66c-4911-494f-b9df-577f298de446.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8ed280e9-e483-4dbf-81ec-44dd65e23337.jpg']"
1174078,"Habitación doble, con baño privado y terraza ",PRIVATE ROOM · 1 FLATMATE,€750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c01dd07f-cb85-4155-bf0a-0d68aceae5ae.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cb27cc81-0ac6-4b7d-aff8-c20a2ce1421b.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_fc47d615-d64c-466c-a242-e3c612aa8f1a.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_30aacb49-475b-4051-b250-35558e26194f.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_c9ebab15-1346-4134-aca4-76da76e254ab.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ee8099cc-7343-4447-9f34-5fe3e6252b45.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_dabb8bc2-3f74-4f80-9fe4-955043062fa3.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7223c026-d134-45f6-8f1c-11b32e29680d.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_29827ce8-2525-4a49-bef3-c25e7e8fec4c.jpg']"
1167525,"Alquilo habitación en Barcelona, Vall d’ Hebrón",PRIVATE ROOM · 1 FLATMATE,€400/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a5509ffe-d8ae-4f10-b4f2-74e6df2ebd40.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0e92bcf8-f3f0-4c93-954b-899780a5b351.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b39eb603-79d6-49b4-a1a4-fbcee08fe976.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_68abe94c-cfa5-4495-91a0-5ce46de912c1.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0aa8dd63-0399-4b4e-880e-7de96f8dad10.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0e66ac39-fb7d-431a-af62-e534343001af.jpg']"
1175188,Bright room with balcony in Dreta de l'Eixample,PRIVATE ROOM · NO FLATMATES,€500/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e2316037-7dc0-493a-8e30-4a75826393af.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f7af289b-6086-4d95-a159-1ccfb3cd6845.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0f8fc7e0-b7d0-4b2b-9668-c59806278111.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4518fff6-e128-4811-bfec-2ae2b172750a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_da9999da-cbb1-47f1-8fda-2c6f6b5be3d0.jpeg']"
1175183,Bills Included Centric,PRIVATE ROOM · 3 FLATMATES,€500/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8ea2d158-2935-4c88-b451-da7da13c7a5a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cbdbfd8c-ec02-4ad1-9bf5-cdffe4a177c0.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_e94a7ed6-d843-4a12-bb61-46f2f382a575.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0266343e-3ca2-4b7a-867b-66048dcee9fd.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_18844df9-91d7-4dc5-b5ba-9d2f4ae98472.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ba0654c7-eaed-4d88-afed-d400590bc4cb.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0f74ad7a-bb69-4fce-b7a1-9094d121c11f.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_315a96bd-79c3-424c-9a37-0a48a019324a.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b90cb002-a1e0-4a7b-b067-0b690df80624.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_b2385f3e-8dc9-4758-b196-6e161c8e92a0.jpeg']"
1134158,Habitación para chicas ✨🌷,PRIVATE ROOM · 4 FLATMATES,€650/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4968525a-0161-4dc2-b149-ff933fba28c0.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d81751a3-6e6c-4fd8-87e6-15e7e629441b.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4b2830e1-f940-4451-88c7-9d0f4b7fbbff.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_393ea9e5-cf5e-498d-92a3-dda5366a693b.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6b64ef27-cf5f-45fa-94de-3d2c546fca4a.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f1f6bf16-f5b3-42c3-803a-5c449e7a148b.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_45faf690-2fc5-4486-b672-8a1e78b007d8.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_3d9f3cbf-7c78-4cdc-8503-af4386aceb8e.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_89b4e7e8-52ee-4510-b8b3-be34c1c4372d.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6648d0be-c5cb-42a3-a44b-b1af62587eaa.jpg']"
1175157,Habitación individual en Nou Barris,PRIVATE ROOM · 1 FLATMATE,€300/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d97c37de-b209-4313-8143-8b73e8d29dad.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_88857aff-1408-42c5-bcff-b1809418b119.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_bb4b9e82-bbcd-4b61-8db2-573837dbba74.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f73aa837-93e9-4066-a403-da14e31748ac.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_0b0ef2ec-6b6e-4055-982b-78062c7437a9.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cfbbcb58-3c5d-40e3-aa68-7aa5638c5a04.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_fb46f101-aa53-41db-86c0-d70e5fdde97d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7a5da5fb-532a-44bd-8b9a-a1bba694555e.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_11e0eff1-4cd2-44f2-a5ee-0e0e6840b11d.jpeg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_5f75c80e-cc1f-4792-acb6-354b06b39131.jpeg']"
899444,Habitación doble exterior - Camp Nou,PRIVATE ROOM · 2 FLATMATES,€560/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_46bd8ee6-caa7-4a70-93da-b2f3b6252152.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_14674a7f-adec-44e1-bbbc-4e8370b093aa.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_70b5db65-7fe8-4f0b-b2d5-53559ddb92dd.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_92ac9afe-853e-41e8-b0af-b60cc5d555c3.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cacef9f3-d1d1-420c-9cb3-205ddd46abf9.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_ad1d7d0c-28e1-487d-90d1-b5dbae78ecb2.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_12b5584e-e13b-43cf-bcb5-c5f4a42af6d4.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_1364f986-d8f0-4e64-94da-7a1e46391949.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_cd630c08-b34e-42c4-ae7b-bd6457286c9c.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7316ab94-d72f-46ef-a7e3-4847803f4a4f.jpg']"
1070832,"Habitación con mucha luz, con aire acondicionado ",PRIVATE ROOM · 1 FLATMATE,€750/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_356c4e3d-5ce7-4b0d-a94f-0e839805850e.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_4805712c-caca-4ae7-bc2b-a94455cd8fac.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_59bba6b4-7ffc-401c-9112-5ee427b362d0.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_16818110-59da-4565-9cbd-b827aa3f0f98.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_8a676994-dfc5-424a-a105-f007cde5f1f4.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_f7623a6b-ebcc-4810-bab3-ccbd9ad45f89.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_6c9ac9b4-78f7-4813-b8f8-59b804153001.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_9ae33cfc-59f0-42ae-96cc-7555ea0e18a9.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_d9fc6bc5-8d16-497c-807e-46c9fd9c5956.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_691bb459-eaf8-45c9-97d9-36fefed3c083.jpg']"
1175151,*Read Well* Two-Week-Only Double Room Bedroom,PRIVATE ROOM · 3 FLATMATES,€350/month,"['https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_7d0bad7e-09ec-466d-aaaf-befd9591ee09.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_fa3e9449-6f56-49ee-9052-aac0b12a2e6b.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a17c1745-91c9-4b29-a683-4159151d62e5.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_2e8a7e98-84ff-4afe-b715-56fc76d8acc9.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_85c253b1-f44c-497a-af38-fbb0bd2d5608.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_624276d2-6c18-47bc-8386-0831afa2d15d.jpg', 'https://d1jhx8f0okmpxm.cloudfront.net/uploads/pictures/width_500_a91877b6-1148-469f-9944-283e05d2d89a.jpg']"
